COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 11/09/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTEMBER DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN   : 13045 
 NOMBRE     : APAN (SMN) 
 ESTADO     : HIDALGO 
 MUNICIPIO  : APAN 
 SITUACIÓN  : SUSPENDIDA 
 U. ADMNVA. : ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO 
 CVE-OMM    :   
 LATITUD    : 19.71666667 ° 
 LONGITUD   : -98.45 ° 
 ALTITUD    : 2493 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1954-10-01	0	NULO	21.5	10
1954-10-02	0	NULO	24	6.5
1954-10-03	0	NULO	28	6
1954-10-04	0	NULO	29	5
1954-10-05	0	NULO	20	6
1954-10-06	1	NULO	14	8
1954-10-07	33	NULO	14	10
1954-10-08	22	NULO	15	10
1954-10-09	0	NULO	20	10
1954-10-10	2	NULO	19	11
1954-10-11	1	NULO	22	5
1954-10-12	4	NULO	27	8
1954-10-13	4	NULO	26	7
1954-10-14	11	NULO	21	7
1954-10-15	0	NULO	15	7
1954-10-16	0	NULO	20	6
1954-10-17	0	NULO	20	7
1954-10-18	0	NULO	22	6
1954-10-19	0	NULO	18	2
1954-10-20	0	NULO	22	2.5
1954-10-21	0	NULO	20	7
1954-10-22	0	NULO	18	2
1954-10-23	0	NULO	23	1
1954-10-24	0	NULO	22	0
1954-10-25	0	NULO	23	1
1954-10-26	0	NULO	23	3
1954-10-27	0	NULO	24	1
1954-10-28	0	NULO	22	5
1954-10-29	0	NULO	24	9
1954-10-30	0	NULO	23	7
1954-10-31	0	NULO	24	7
1954-11-01	0	NULO	24	8
1954-11-02	0	NULO	22	4
1954-11-03	0	NULO	23	4
1954-11-04	0	NULO	21	5
1954-11-05	0	NULO	23	6
1954-11-06	0	NULO	21	6
1954-11-07	0	NULO	22	6
1954-11-08	0	NULO	26	5
1954-11-09	0	NULO	19	5
1954-11-10	0	NULO	22	4
1954-11-11	0	NULO	19	4
1954-11-12	0	NULO	19	-2
1954-11-13	0	NULO	20	-2
1954-11-14	0	NULO	20	-1
1954-11-15	0	NULO	25	0
1954-11-16	0	NULO	22	1
1954-11-17	0	NULO	26	2
1954-11-18	0	NULO	20	3
1954-11-19	0	NULO	22	0
1954-11-20	0	NULO	26	0
1954-11-21	0	NULO	21	2
1954-11-22	0	NULO	23	1
1954-11-23	0	NULO	18	-2
1954-11-24	0	NULO	20	-4
1954-11-25	0	NULO	20	-4
1954-11-26	0	NULO	20	-5
1954-11-27	0	NULO	20	-2
1954-11-28	0	NULO	22	2
1954-11-29	0	NULO	24	-3
1954-11-30	0	NULO	23	-2
1954-12-01	0	NULO	18	0
1954-12-02	0	NULO	18	3
1954-12-03	0	NULO	22	-2.5
1954-12-04	0	NULO	19	-2
1954-12-05	0	NULO	21	-2
1954-12-06	0	NULO	19	-2.5
1954-12-07	0	NULO	21	-4
1954-12-08	0	NULO	26	-4
1954-12-09	0	NULO	20	-5
1954-12-10	0	NULO	28	-9
1954-12-11	0	NULO	24	-4
1954-12-12	0	NULO	26	-2
1954-12-13	0	NULO	21	-1
1954-12-14	0	NULO	24	-2
1954-12-15	0	NULO	22	-3
1954-12-16	0	NULO	24	-3
1954-12-17	0	NULO	19	-2
1954-12-18	0	NULO	22	0
1954-12-19	0	NULO	13	-1
1954-12-20	0	NULO	13	-4.5
1954-12-21	0	NULO	19	-7.5
1954-12-22	0	NULO	23	-5
1954-12-23	0	NULO	20	-5
1954-12-24	0	NULO	23	-2
1954-12-25	0	NULO	23	-1
1954-12-26	0	NULO	21	0
1954-12-27	0	NULO	20	-2
1954-12-28	0	NULO	21	0
1954-12-29	0	NULO	20	-1
1954-12-30	0	NULO	21	1
1954-12-31	0	NULO	21	1
1955-01-01	0	NULO	22	-2
1955-01-02	0	NULO	21	-2
1955-01-03	0	NULO	23	-2
1955-01-04	0	NULO	22	-3
1955-01-05	0	NULO	22	-2
1955-01-06	0	NULO	19	1
1955-01-07	0	NULO	23	-2
1955-01-08	0	NULO	24	-2
1955-01-09	0	NULO	20	-3
1955-01-10	0	NULO	22	-1
1955-01-11	0	NULO	22	2
1955-01-12	0	NULO	20	1
1955-01-13	0	NULO	16	0
1955-01-14	0	NULO	19	-2.5
1955-01-15	0	NULO	23	-0.5
