COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 11/09/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTEMBER DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN   : 13021 
 NOMBRE     : SAN FELIPE ORIZATLAN (SMN) 
 ESTADO     : HIDALGO 
 MUNICIPIO  : SAN FELIPE ORIZATLÁN 
 SITUACIÓN  : SUSPENDIDA 
 U. ADMNVA. : DIRECCIÓN LOCAL HIDALGO 
 CVE-OMM    :   
 LATITUD    : 21.17111111 ° 
 LONGITUD   : -98.60777778 ° 
 ALTITUD    : 180 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1941-12-01	0	NULO	NULO	NULO
1941-12-02	0	NULO	NULO	NULO
1941-12-03	0	NULO	NULO	NULO
1941-12-04	6.2	NULO	NULO	NULO
1941-12-05	9.8	NULO	NULO	NULO
1941-12-06	0.3	NULO	NULO	NULO
1941-12-07	5.5	NULO	NULO	NULO
1941-12-08	0.3	NULO	NULO	NULO
1941-12-09	0.01	NULO	NULO	NULO
1941-12-10	0	NULO	NULO	NULO
1941-12-11	0.2	NULO	NULO	NULO
1941-12-12	10.2	NULO	NULO	NULO
1941-12-13	7.5	NULO	NULO	NULO
1941-12-14	3.5	NULO	NULO	NULO
1941-12-15	0.2	NULO	NULO	NULO
1941-12-16	0.01	NULO	NULO	NULO
1941-12-17	0.01	NULO	NULO	NULO
1941-12-18	0	NULO	NULO	NULO
1941-12-19	0	NULO	NULO	NULO
1941-12-20	0	NULO	NULO	NULO
1941-12-21	0	NULO	NULO	NULO
1941-12-22	0	NULO	NULO	NULO
1941-12-23	0	NULO	NULO	NULO
1941-12-24	0	NULO	NULO	NULO
1941-12-25	0	NULO	NULO	NULO
1941-12-26	0.4	NULO	NULO	NULO
1941-12-27	0.01	NULO	NULO	NULO
1941-12-28	0	NULO	NULO	NULO
1941-12-29	0	NULO	NULO	NULO
1941-12-30	0	NULO	NULO	NULO
1941-12-31	0.01	NULO	NULO	NULO
