COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 11/09/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTEMBER DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN   : 13101 
 NOMBRE     : SAN BARTOLO 
 ESTADO     : HIDALGO 
 MUNICIPIO  : CHAPANTONGO 
 SITUACIÓN  : SUSPENDIDA 
 U. ADMNVA. : ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO 
 CVE-OMM    :   
 LATITUD    : 20.23333333 ° 
 LONGITUD   : -99.48333333 ° 
 ALTITUD    : 2282 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1974-01-01	0	3.7	16	4
1974-01-02	0	3.3	15	4
1974-01-03	0	2.9	17	4.5
1974-01-04	0	3.1	15	4.5
1974-01-05	0	4	16.5	4
1974-01-06	0.2	2.4	13.5	4.5
1974-01-07	0	5.3	18.5	4
1974-01-08	0	3.6	18	5
1974-01-09	0	4	17.5	4
1974-01-10	0	4.1	18.5	3
1974-01-11	0.3	4.1	15	3
1974-01-12	0.7	1.4	11	4
1974-01-13	0	3.1	15	8.5
1974-01-14	0	3.8	16.5	9
1974-01-15	0.2	3.5	19	5
1974-01-16	0	4	12	3
1974-01-17	0	4	18	2
1974-01-18	0	4.8	17.5	3
1974-01-19	0	3.5	18.5	3.5
1974-01-20	0	5.7	18.5	5
1974-01-21	0	4.4	18	3
1974-01-22	0	4.1	19	3
1974-01-23	0	4.4	18	5
1974-01-24	0.7	2.8	19	6
1974-01-25	0	2.6	17	2.5
1974-01-26	0	4.1	16.5	3
1974-01-27	0	5.9	19.5	5
1974-01-28	0	4.4	20	6
1974-01-29	0	4.3	20	5
1974-01-30	0	4.2	19.5	2.5
1974-01-31	0	5	15.5	4
1974-02-01	0	5.9	20	3.5
1974-02-02	0	5.8	19	5.5
1974-02-03	0	5.5	15.5	6
1974-02-04	6.5	1	10	8
1974-02-05	0	2.4	16.5	7
1974-02-06	0	5.2	19	4
1974-02-07	0	4.8	19.5	7
1974-02-08	2.2	3.7	13	3
1974-02-09	0	3.3	9	2.5
1974-02-10	0	3.9	15	2
1974-02-11	0	5	16.5	2
1974-02-12	0	3.6	18.5	1
1974-02-13	0	5.2	20.5	3
1974-02-14	0	3.9	20	6
1974-02-15	0	5.8	19.5	6.5
1974-02-16	0	5.7	20	7
1974-02-17	0	4.7	21	5
1974-02-18	0	8.2	20.5	6
1974-02-19	0	6.6	23.5	4.5
1974-02-20	0	8.9	20	6.5
1974-02-21	0	6.8	23	6.5
1974-02-22	0	4.3	20	5.5
1974-02-23	0.2	6.9	23	2
1974-02-24	1.2	2.5	15	2
1974-02-25	0	2.1	15	4.5
1974-02-26	0	3.9	18	2
1974-02-27	0	5.1	22	-0.5
1974-02-28	0	5.9	21	2
1974-03-01	0	7.2	21	-0.1
1974-03-02	0	6.8	23	0
1974-03-03	0	7	26	0
1974-03-04	0	7.2	23.5	3.5
1974-03-05	0	7.6	21	7
1974-03-06	0	6.9	25	6
1974-03-07	0	6.3	25	5
1974-03-08	0	6.7	25	4.5
1974-03-09	0	4.6	25	7
1974-03-10	3.1	4.3	23	6.5
1974-03-11	0.6	5.4	23	7.5
1974-03-12	9.4	3.6	20.5	4
1974-03-13	0	3.4	20	5
1974-03-14	1	3.8	22	6.5
1974-03-15	0	3.9	21.5	6
1974-03-16	8.2	3.6	19	4.5
1974-03-17	0	2.4	17	6
1974-03-18	0	5.3	21.5	6
1974-03-19	0	6.7	24	7.5
1974-03-20	0	5.7	27	7.5
1974-03-21	0	5.3	27.5	7
1974-03-22	0	10.3	28	8
1974-03-23	0	10.9	27	8.5
1974-03-24	0	10.1	27	8
1974-03-25	0	9.8	27	7
1974-03-26	0	7.7	27	6
1974-03-27	0	7.3	27	8
1974-03-28	0	7.4	26	8
1974-03-29	0	7.9	23.5	7.5
1974-03-30	0	7	26	7.5
1974-03-31	0	8.9	26	11.5
1974-04-01	0	8.4	27	12
1974-04-02	0	8.4	26	8.5
1974-04-03	0	9.2	26	11
1974-04-04	0	8.2	25.5	12
1974-04-05	0	4	15.5	7.5
1974-04-06	0	6.3	26.5	1
1974-04-07	0	5.6	24.5	6.5
1974-04-08	0	6.1	24.5	6.5
1974-04-09	0	5.7	22.5	6.5
1974-04-10	0	9.6	24	7.5
1974-04-11	0	8.8	21.5	10
1974-04-12	0	7.7	27.5	10
1974-04-13	0	6.8	27.5	10
1974-04-14	5.7	5	25.5	8.5
1974-04-15	13.4	6.3	22	11.5
1974-04-16	2.9	3.4	17.5	10.5
1974-04-17	4.4	4.8	21.5	8.5
1974-04-18	1.5	3.7	21	10.5
1974-04-19	0	6.1	24	9
1974-04-20	0	7	25.5	8.5
1974-04-21	0	7.8	27.5	10.5
1974-04-22	0	9.1	27.5	10.5
1974-04-23	0	6.1	23	12
1974-04-24	0	7.5	24	8.5
1974-04-25	0	8.5	24	7.5
1974-04-26	0	6.9	23	7.5
1974-04-27	0	7.7	24	7
1974-04-28	0	4.9	23	8
1974-04-29	4.4	6.4	25	8
1974-04-30	1	4.5	24.5	10
1974-05-01	7.1	2.9	24	10
1974-05-02	3.6	3.4	24	10
1974-05-03	0	8.6	25	8
1974-05-04	0	7.5	27	4.5
1974-05-05	0	8.8	27.5	10
1974-05-06	0	7.8	27.5	10
1974-05-07	0	8.2	27.5	8
1974-05-08	0	9.4	29.5	9
1974-05-09	0	8.8	30	12
1974-05-10	0	3.9	30	11.5
1974-05-11	0	9.2	29.5	14
1974-05-12	0	9	29	11
1974-05-13	0	9.3	28.5	10
1974-05-14	0	10.3	29.5	11.5
1974-05-15	1.3	2.2	29.5	10.5
1974-05-16	0	7.5	30	11
1974-05-17	0	7	26.5	11
1974-05-18	0	7.9	24.5	10
1974-05-19	0	7.4	23	9
1974-05-20	0	8.3	27.5	6.5
1974-05-21	0	8.3	27.5	9.5
1974-05-22	0	7.4	24	9
1974-05-23	0	7.4	23.5	6
1974-05-24	2.5	7.3	24	7
1974-05-25	20.3	4.3	24	10.5
1974-05-26	8.3	1.8	18	12
1974-05-27	0	3	19.5	12
1974-05-28	1.3	3.9	22.5	9.5
1974-05-29	3.8	3.9	21.5	11
1974-05-30	4.4	4.4	24	13
1974-05-31	0	5.9	25.5	13
1974-06-01	0	7.6	25	14
1974-06-02	0	5.6	20.5	11
1974-06-03	0	6.8	24.5	10
1974-06-04	0	5.3	25.5	8.5
1974-06-05	0	5	27	8
