COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 11/09/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTEMBER DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN   : 13020 
 NOMBRE     : NOPALAPA 
 ESTADO     : HIDALGO 
 MUNICIPIO  : EPAZOYUCAN 
 SITUACIÓN  : SUSPENDIDA 
 U. ADMNVA. : ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO 
 CVE-OMM    :   
 LATITUD    : 20.01527778 ° 
 LONGITUD   : -98.71222222 ° 
 ALTITUD    : 2340 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1965-02-01	0	NULO	NULO	NULO
1965-02-02	0	NULO	NULO	NULO
1965-02-03	0	NULO	NULO	NULO
1965-02-04	0	NULO	NULO	NULO
1965-02-05	0	NULO	NULO	NULO
1965-02-06	0.01	NULO	NULO	NULO
1965-02-07	0	NULO	NULO	NULO
1965-02-08	0	NULO	NULO	NULO
1965-02-09	0	NULO	NULO	NULO
1965-02-10	0	NULO	NULO	NULO
1965-02-11	0	NULO	NULO	NULO
1965-02-12	0	NULO	NULO	NULO
1965-02-13	0	NULO	NULO	NULO
1965-02-14	0	NULO	NULO	NULO
1965-02-15	2.5	NULO	NULO	NULO
1965-02-16	0	NULO	NULO	NULO
1965-02-17	0	NULO	NULO	NULO
1965-02-18	0.5	NULO	NULO	NULO
1965-02-19	2.5	NULO	NULO	NULO
1965-02-20	0.01	NULO	NULO	NULO
1965-02-21	16.5	NULO	NULO	NULO
1965-02-22	0	NULO	NULO	NULO
1965-02-23	0	NULO	NULO	NULO
1965-02-24	0	NULO	NULO	NULO
1965-02-25	0	NULO	NULO	NULO
1965-02-26	0	NULO	NULO	NULO
1965-02-27	0	NULO	NULO	NULO
1965-02-28	0	NULO	NULO	NULO
1965-03-01	0	NULO	NULO	NULO
1965-03-02	0	NULO	NULO	NULO
1965-03-03	0	NULO	NULO	NULO
1965-03-04	0	NULO	NULO	NULO
1965-03-05	0	NULO	NULO	NULO
1965-03-06	0	NULO	NULO	NULO
1965-03-07	0	NULO	NULO	NULO
1965-03-08	0	NULO	NULO	NULO
1965-03-09	0	NULO	NULO	NULO
1965-03-10	0	NULO	NULO	NULO
1965-03-11	0	NULO	NULO	NULO
1965-03-12	0	NULO	NULO	NULO
1965-03-13	0	NULO	NULO	NULO
1965-03-14	0	NULO	NULO	NULO
1965-03-15	0	NULO	NULO	NULO
1965-03-16	0	NULO	NULO	NULO
1965-03-17	0	NULO	NULO	NULO
1965-03-18	0	NULO	NULO	NULO
1965-03-19	0	NULO	NULO	NULO
1965-03-20	0	NULO	NULO	NULO
1965-03-21	0	NULO	NULO	NULO
1965-03-22	0	NULO	NULO	NULO
1965-03-23	0	NULO	NULO	NULO
1965-03-24	0.5	NULO	NULO	NULO
1965-03-25	0	NULO	NULO	NULO
1965-03-26	0.3	NULO	NULO	NULO
1965-03-27	0	NULO	NULO	NULO
1965-03-28	0	NULO	NULO	NULO
1965-03-29	7.5	NULO	NULO	NULO
1965-03-30	1.5	NULO	NULO	NULO
1965-03-31	0.5	NULO	NULO	NULO
1965-04-01	0	NULO	NULO	NULO
1965-04-02	0	NULO	NULO	NULO
1965-04-03	4	NULO	NULO	NULO
1965-04-04	0	NULO	NULO	NULO
1965-04-05	0	NULO	NULO	NULO
1965-04-06	0	NULO	NULO	NULO
1965-04-07	0	NULO	NULO	NULO
1965-04-08	0	NULO	NULO	NULO
1965-04-09	0	NULO	NULO	NULO
1965-04-10	0	NULO	NULO	NULO
1965-04-11	15	NULO	NULO	NULO
1965-04-12	0	NULO	NULO	NULO
1965-04-13	0	NULO	NULO	NULO
1965-04-14	0	NULO	NULO	NULO
1965-04-15	1	NULO	NULO	NULO
1965-04-16	0	NULO	NULO	NULO
1965-04-17	0	NULO	NULO	NULO
1965-04-18	0	NULO	NULO	NULO
1965-04-19	0	NULO	NULO	NULO
1965-04-20	0	NULO	NULO	NULO
1965-04-21	0	NULO	NULO	NULO
1965-04-22	0	NULO	NULO	NULO
1965-04-23	0	NULO	NULO	NULO
1965-04-24	0	NULO	NULO	NULO
1965-04-25	1	NULO	NULO	NULO
1965-04-26	0	NULO	NULO	NULO
1965-04-27	2	NULO	NULO	NULO
1965-04-28	2	NULO	NULO	NULO
1965-04-29	0	NULO	NULO	NULO
1965-04-30	0	NULO	NULO	NULO
1965-05-01	20	NULO	NULO	NULO
1965-05-02	3	NULO	NULO	NULO
1965-05-03	1.5	NULO	NULO	NULO
