COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 11/09/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTEMBER DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN   : 13051 
 NOMBRE     : JACALA 
 ESTADO     : HIDALGO 
 MUNICIPIO  : JACALA DE LEDEZMA 
 SITUACIÓN  : SUSPENDIDA 
 U. ADMNVA. : DIRECCIÓN LOCAL HIDALGO 
 CVE-OMM    :   
 LATITUD    : 21.005 ° 
 LONGITUD   : -99.19 ° 
 ALTITUD    : 2380 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1948-05-01	0	NULO	NULO	NULO
1948-05-02	0	NULO	NULO	NULO
1948-05-03	0	NULO	NULO	NULO
1948-05-04	0	NULO	NULO	NULO
1948-05-05	27	NULO	NULO	NULO
1948-05-06	1.1	NULO	NULO	NULO
1948-05-07	0	NULO	NULO	NULO
1948-05-08	0	NULO	NULO	NULO
1948-05-09	0	NULO	NULO	NULO
1948-05-10	0	NULO	NULO	NULO
1948-05-11	21	NULO	NULO	NULO
1948-05-12	0	NULO	NULO	NULO
1948-05-13	7.1	NULO	NULO	NULO
1948-05-14	4	NULO	NULO	NULO
1948-05-15	2	NULO	NULO	NULO
1948-05-16	0	NULO	NULO	NULO
1948-05-17	0	NULO	NULO	NULO
1948-05-18	0	NULO	NULO	NULO
1948-05-19	6	NULO	NULO	NULO
1948-05-20	0	NULO	NULO	NULO
1948-05-21	0	NULO	NULO	NULO
1948-05-22	0	NULO	NULO	NULO
1948-05-23	0	NULO	NULO	NULO
1948-05-24	0	NULO	NULO	NULO
1948-05-25	0	NULO	NULO	NULO
1948-05-26	0	NULO	NULO	NULO
1948-05-27	0	NULO	NULO	NULO
1948-05-28	0	NULO	NULO	NULO
1948-05-29	0	NULO	NULO	NULO
1948-05-30	0	NULO	NULO	NULO
1948-05-31	0	NULO	NULO	NULO
1948-06-01	0	NULO	NULO	NULO
1948-06-02	0	NULO	NULO	NULO
1948-06-03	0	NULO	NULO	NULO
1948-06-04	0	NULO	NULO	NULO
1948-06-05	0	NULO	NULO	NULO
1948-06-06	0	NULO	NULO	NULO
1948-06-07	0	NULO	NULO	NULO
1948-06-08	0	NULO	NULO	NULO
1948-06-09	0	NULO	NULO	NULO
1948-06-10	0	NULO	NULO	NULO
1948-06-11	0	NULO	NULO	NULO
1948-06-12	0	NULO	NULO	NULO
1948-06-13	0	NULO	NULO	NULO
1948-06-14	0	NULO	NULO	NULO
1948-06-15	0	NULO	NULO	NULO
1948-06-16	12	NULO	NULO	NULO
1948-06-17	0	NULO	NULO	NULO
1948-06-18	11	NULO	NULO	NULO
1948-06-19	14	NULO	NULO	NULO
1948-06-20	0.01	NULO	NULO	NULO
1948-06-21	0.01	NULO	NULO	NULO
1948-06-22	0	NULO	NULO	NULO
1948-06-23	5	NULO	NULO	NULO
1948-06-24	6	NULO	NULO	NULO
1948-06-25	0	NULO	NULO	NULO
1948-06-26	0	NULO	NULO	NULO
1948-06-27	4	NULO	NULO	NULO
1948-06-28	6	NULO	NULO	NULO
1948-06-29	0	NULO	NULO	NULO
1948-06-30	0	NULO	NULO	NULO
1948-07-01	0	NULO	NULO	NULO
1948-07-02	0	NULO	NULO	NULO
1948-07-03	0	NULO	NULO	NULO
1948-07-04	0	NULO	NULO	NULO
1948-07-05	3.1	NULO	NULO	NULO
1948-07-06	0.01	NULO	NULO	NULO
1948-07-07	0	NULO	NULO	NULO
1948-07-08	0	NULO	NULO	NULO
1948-07-09	0.01	NULO	NULO	NULO
1948-07-10	0.01	NULO	NULO	NULO
1948-07-11	2	NULO	NULO	NULO
1948-07-12	3	NULO	NULO	NULO
1948-07-13	10	NULO	NULO	NULO
1948-07-14	0.01	NULO	NULO	NULO
1948-07-15	5.1	NULO	NULO	NULO
1948-07-16	42	NULO	NULO	NULO
1948-07-17	35	NULO	NULO	NULO
1948-07-18	0.01	NULO	NULO	NULO
1948-07-19	11	NULO	NULO	NULO
1948-07-20	43	NULO	NULO	NULO
1948-07-21	0	NULO	NULO	NULO
1948-07-22	0	NULO	NULO	NULO
1948-07-23	0	NULO	NULO	NULO
1948-07-24	0	NULO	NULO	NULO
