COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 11/09/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTEMBER DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN   : 13056 
 NOMBRE     : PACHUCA 
 ESTADO     : HIDALGO 
 MUNICIPIO  : PACHUCA DE SOTO 
 SITUACIÓN  : SUSPENDIDA 
 U. ADMNVA. : ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO 
 CVE-OMM    :   
 LATITUD    : 20.12083333 ° 
 LONGITUD   : -98.74916667 ° 
 ALTITUD    : 2425 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1972-01-01	0	2.7	19.4	6
1972-01-02	0	3.4	19	8.4
1972-01-03	0	4.1	19.6	7.6
1972-01-04	0	4.2	17.6	6.6
1972-01-05	0	3	18	7.6
1972-01-06	0	4.3	13.6	8.6
1972-01-07	0	3.5	18.2	6.2
1972-01-08	0	3.1	21.2	5
1972-01-09	0	5.7	20.4	6.6
1972-01-10	0	2.7	19.6	7.4
1972-01-11	0	4.1	21	7.8
1972-01-12	0	4.8	20.2	7.8
1972-01-13	0	5.3	18.4	8.4
1972-01-14	0	5	17.6	7.4
1972-01-15	0	3	17.4	5.4
1972-01-16	0	2.1	16.8	0
1972-01-17	0	3.7	17.2	2.4
1972-01-18	0	3.5	17	6
1972-01-19	0	2.3	17.2	6.8
1972-01-20	0	3.2	19.4	7.4
1972-01-21	0	4.5	19.4	5.4
1972-01-22	0	5.1	21.4	6
1972-01-23	0	4.3	23.6	8
1972-01-24	0	4.3	15.6	8.4
1972-01-25	0.4	3.6	17	10.4
1972-01-26	0	5.3	19.6	9.4
1972-01-27	0	3.9	19	4
1972-01-28	0	4.9	20.4	6.4
1972-01-29	0	6.5	19.4	6.4
1972-01-30	6.4	3.7	15.4	7.6
1972-01-31	0.2	2	15	8
1972-02-01	0	5.1	19	5.4
1972-02-02	0	6.1	17	6.4
1972-02-03	0	3	18	6.4
1972-02-04	0	3.8	18.4	1
1972-02-05	0	4	20.4	1.6
1972-02-06	0	4.3	20	6.6
1972-02-07	0	3.8	18	7
1972-02-08	0	4.5	18	5.4
1972-02-09	0	4.4	20.6	4.6
1972-02-10	0	5.3	21.6	4.8
1972-02-11	0	6	20.8	6.8
1972-02-12	0	4.2	21.6	7.4
1972-02-13	0	5	22.2	7.6
1972-02-14	0	8.1	22.4	6.8
1972-02-15	0	7.2	20	7
1972-02-16	0	6.2	15.8	6.8
1972-02-17	0	5	12	8
1972-02-18	0	6.7	11.6	3.8
1972-02-19	0	4.3	17	1.6
1972-02-20	0	5.4	17.6	-1
1972-02-21	0	6.5	17.6	3.6
1972-02-22	0	6.3	21	4.4
1972-02-23	0	5.8	21.6	1.8
1972-02-24	0	6.4	23.2	7
1972-02-25	0	8.2	22.4	8
1972-02-26	0	7	23	10
1972-02-27	0	3.7	22	7.4
1972-02-28	3.4	5.7	21.4	6.8
1972-02-29	0	5.4	22.4	10
1972-03-01	0	5.8	20.8	7.4
1972-03-02	0	13.2	22.8	8
1972-03-03	0	7	24	5
1972-03-04	0	7	19.4	7.5
1972-03-05	0	7	17.2	10.5
1972-03-06	0	6	21.4	8.6
1972-03-07	0	7.6	20	6.6
1972-03-08	0	8.4	14	7.5
1972-03-09	0	5.8	14.4	7
1972-03-10	0	5.2	17	6.4
1972-03-11	0	4.2	18.6	6.4
1972-03-12	20	6	18.6	5.4
1972-03-13	2.6	4.6	18	5.4
1972-03-14	0	4.4	20	6.4
1972-03-15	0	6.3	19.6	7
1972-03-16	0	5.7	22	8
1972-03-17	0	7.1	21.2	7.4
1972-03-18	0	7.4	22.4	7.6
1972-03-19	0.5	5.2	23.6	6.8
1972-03-20	0	6.4	23.8	8
1972-03-21	0	9.4	18	8
1972-03-22	3.5	3.2	20	9
1972-03-23	0	4.3	21.6	7.8
1972-03-24	7	8.4	21	8
1972-03-25	0	6.6	21.4	8
1972-03-26	0.5	3.3	22.6	9
1972-03-27	0.1	5.2	24.6	9
1972-03-28	0	8.2	25.8	9.4
1972-03-29	0	7.6	24.2	9
1972-03-30	0	7.9	23	10
1972-03-31	0	7.1	21.6	9.4
1972-04-01	0	7.6	24.6	9
1972-04-02	0	7.1	24.6	5
1972-04-03	0	9	23.4	6
1972-04-04	0	6.9	23	10
1972-04-05	0	8.6	24	9
1972-04-06	0	8.8	26	9.4
1972-04-07	0	9	25.4	10
1972-04-08	0	8	25.8	11
1972-04-09	0	7	25	9.8
1972-04-10	0	8	25.4	10.5
1972-04-11	0	8.5	25.4	11.4
1972-04-12	0	9	27.6	11
1972-04-13	0	7.9	27.5	11
1972-04-14	0	8.8	24.4	10
1972-04-15	0	9	20.5	12
1972-04-16	0	7.5	20.5	11.6
1972-04-17	2	5.3	20	10.5
1972-04-18	0.5	4	21.8	10.6
1972-04-19	0	7.6	24.4	9.4
1972-04-20	0	8	25.4	9.4
1972-04-21	7.5	8.7	24.4	10
1972-04-22	0	6.9	24.2	11.4
1972-04-23	0	7.9	24	12
1972-04-24	1.4	8.4	24.6	11.8
1972-04-25	0	7.3	25	11.6
1972-04-26	0	7.1	26	10.4
1972-04-27	0	8.5	24.6	11
1972-04-28	0	8.1	25.8	11
1972-04-29	0	8	25.4	11.6
1972-04-30	0	6	25	10
1972-05-01	0	6.7	25.6	11
1972-05-02	0	8.3	21.2	12.8
1972-05-03	0	7.6	19.4	13.2
1972-05-04	2.4	6.2	23.6	10.6
1972-05-05	1.7	5.8	26.4	10
1972-05-06	0	8.3	26.8	11
1972-05-07	5	7.2	26.2	11
1972-05-08	16	6.5	23.6	11.6
1972-05-09	0.4	7.2	26	10.8
1972-05-10	0	6.7	24.6	11.4
1972-05-11	0	7	25	12.6
1972-05-12	0	7.8	24	13
1972-05-13	0	8.4	27	12.4
1972-05-14	0	7.6	26	13
1972-05-15	0	7	25.6	13
1972-05-16	0	6.7	25.4	12
1972-05-17	0	7.2	21	13
1972-05-18	0	6.6	23.2	12.4
1972-05-19	0	7.1	22	10.6
1972-05-20	0	5	23.6	9.8
1972-05-21	0	8.4	26.8	9.4
1972-05-22	0	9.6	26.6	11
1972-05-23	0	5.7	25.4	14
1972-05-24	7.4	4.7	20.8	10.8
1972-05-25	0.5	4.5	21.4	10.8
1972-05-26	0	7.3	20.8	11.4
1972-05-27	4.6	5.3	18.2	11.4
1972-05-28	0.2	3.2	18.2	11.2
1972-05-29	0.2	5.1	19.4	11.6
1972-05-30	0.1	5.1	17	11
1972-05-31	0.3	2.2	18	11.6
1972-06-01	1.4	4	20	11
1972-06-02	0	4.2	20.2	11
1972-06-03	4	4.2	18.4	10.8
1972-06-04	0	8	17.6	9.8
1972-06-05	0	5.6	16.6	10.4
1972-06-06	1.5	3	21	11.2
1972-06-07	0.7	3	22.4	11.4
1972-06-08	19	5.1	20.2	12
1972-06-09	0.2	2.8	20.2	11
1972-06-10	0	5.7	19.6	11.6
1972-06-11	6.4	4.7	14.4	12.2
1972-06-12	2.2	2.9	20.4	12.4
1972-06-13	10	4.1	20.6	12.6
1972-06-14	10.6	5.3	19.2	12.8
1972-06-15	14.5	5.3	17.2	12.6
1972-06-16	2.8	2.8	16.6	11.6
1972-06-17	0.3	9	20	10.6
1972-06-18	0	3.3	21.8	7.4
1972-06-19	0	7.6	22.2	8
1972-06-20	0	6	23.8	9
1972-06-21	0	8	23.6	11
1972-06-22	0	7	24.2	11.8
1972-06-23	0	4	24.4	11.6
1972-06-24	0	5	23.2	11.6
1972-06-25	1	6.5	21.8	10.6
1972-06-26	5.2	7.1	23.8	11.4
1972-06-27	0.5	5.7	22	12
1972-06-28	0	8.6	18.8	10.8
1972-06-29	1	6.7	19.4	10.4
1972-06-30	0	7.8	22	10.4
1972-07-01	0	5	22	9.8
1972-07-02	0	4.5	20.7	12.6
1972-07-03	4	6	18.6	11
1972-07-04	0	5	17.4	10
1972-07-05	0	7	17.2	9
1972-07-06	0	7.5	17.8	7.4
1972-07-07	0	7.2	19.7	7.4
1972-07-08	0	7.1	18.6	9.4
1972-07-09	0	6.6	18.6	10.6
1972-07-10	0	8	18.7	9.4
1972-07-11	0	7.7	18.8	10.4
1972-07-12	0	5.2	17.6	10.2
1972-07-13	0	4	19	11
1972-07-14	8	2	19	12.2
1972-07-15	28.5	2.2	19.8	11.8
1972-07-16	22.5	2.5	19.4	10.6
1972-07-17	0.4	3	19.8	10.8
1972-07-18	7	3.4	20	11.4
1972-07-19	5	4.4	18.4	11.8
1972-07-20	0	4.4	17.8	9.8
1972-07-21	2.5	3.2	18.2	10.2
1972-07-22	1.5	5	17.2	12.2
1972-07-23	0.4	4.4	16.2	10.2
1972-07-24	0	5	14.6	11.4
1972-07-25	0.4	2.4	17	10.6
1972-07-26	1	2.4	17	10.8
1972-07-27	4.5	3.1	16	11.4
1972-07-28	0.4	4.4	17	11.4
1972-07-29	0	5	18.6	9
1972-07-30	0	8	18.6	10
1972-07-31	0	5.8	18	8.8
1972-08-01	6.8	2.4	18	9.8
1972-08-02	6	0.6	18.4	11.4
1972-08-03	6	2.6	18	11.8
1972-08-04	0.8	5.2	16	11.8
1972-08-05	2.7	3.4	17	10.8
1972-08-06	0	6.3	19.8	9.4
1972-08-07	3.5	4.2	19.4	8.4
1972-08-08	0.5	3.1	19.4	10
1972-08-09	0	6.4	18.8	8.8
1972-08-10	0	7.3	17.6	11.4
1972-08-11	0	9	18	10
1972-08-12	0	8	17.2	10.4
1972-08-13	0	5	17.8	10.4
1972-08-14	0	7	16	10
1972-08-15	0	5	18.2	10.4
1972-08-16	0	6.8	19	9.4
1972-08-17	0	8	18.6	10.4
1972-08-18	0	7	16.8	9.4
1972-08-19	0.5	4.5	16.2	9.8
1972-08-20	0.5	4.9	17.2	10.4
1972-08-21	0	6.6	21	10
1972-08-22	0	6.6	23.4	9.8
1972-08-23	0	6.4	21.8	10
1972-08-24	0	7.8	20.6	10.6
1972-08-25	0	6.8	16.6	12
1972-08-26	0	5.4	17.6	10.4
1972-08-27	0	5	18	10.6
1972-08-28	0	6.5	16.6	10.8
1972-08-29	0	6.3	19.2	11.4
1972-08-30	0	6.2	20.6	11.6
1972-08-31	0	8.2	20.4	11.8
1972-09-01	0.6	5.4	20.4	10.6
1972-09-02	0	6	19.4	10.4
1972-09-03	0	9.8	19.8	9.8
1972-09-04	0	6.6	20.8	8.8
1972-09-05	0	7.4	21	10.4
1972-09-06	0	7.6	21.6	8.6
1972-09-07	2	3.4	21.4	10.8
1972-09-08	0.5	3.8	21.6	13
1972-09-09	0	3.2	19.8	7.2
1972-09-10	0.8	7.3	17.8	11.8
1972-09-11	0.5	4.5	17.6	11.4
1972-09-12	0	6	18.4	9.4
1972-09-13	0	4.4	20.6	9.6
1972-09-14	0.5	3	20.6	11.4
1972-09-15	0.5	4.5	19	12
1972-09-16	0.6	2.6	20.6	11.8
1972-09-17	0.3	5.3	19.8	10.4
1972-09-18	0	6	17	12
1972-09-19	0	5.5	18.8	10.6
1972-09-20	0	5.5	18.6	10
1972-09-21	0	7	16.6	10.4
1972-09-22	3.2	1.6	20.8	11
1972-09-23	6.8	3	21.6	11.6
1972-09-24	4.8	4.2	22	10.4
1972-09-25	1.6	5.1	19.8	9.8
